name,city,state,region,highest_degree,control,gender,admission_rate,sat_avg,undergrads,tuition,faculty_salary_avg,loan_default_rate,median_debt,lon,lat
University of Dallas,Irving,TX,South,Graduate,Private,CoEd,0.8513,1211,1324,34430,7399,21,23250,-96.9488945,32.8140177
The University of Texas at San Antonio,San Antonio,TX,South,Graduate,Public,CoEd,0.7591,1037,23815,7457,7567,86,23348,-98.4936282,29.4241219
Lubbock Christian University,Lubbock,TX,South,Graduate,Private,CoEd,0.9432,1010,1406,19600,6162,81,23628.5,-101.8551665,33.5778631
University of St Thomas,Houston,TX,South,Graduate,Private,CoEd,0.7899,1111,1563,29440,5944,42,23823,-95.3698028,29.7604267
McMurry University,Abilene,TX,South,Graduate,Private,CoEd,0.614,901,953,25019,5791,125,25000,-99.7331439,32.4487364
Schreiner University,Kerrville,TX,South,Graduate,Private,CoEd,0.9353,997,1001,24360,5958,81,25000,-99.1403189,30.0474332
Southwestern Adventist University,Keene,TX,South,Graduate,Private,CoEd,0.4965,905,726,19460,6173,130,25000,-97.3239042,32.3968092
Houston Baptist University,Houston,TX,South,Graduate,Private,CoEd,0.3573,1054,2279,28800,6377,65,25000,-95.3698028,29.7604267
Our Lady of the Lake University,San Antonio,TX,South,Graduate,Private,CoEd,0.4952,941,1556,24596,6437,79,25000,-98.4936282,29.4241219
Stephen F Austin State University,Nacogdoches,TX,South,Graduate,Public,CoEd,0.5851,998,10692,8892,7163,111,25000,-94.6554874,31.6035129
Texas Wesleyan University,Fort Worth,TX,South,Graduate,Private,CoEd,0.3806,984,1676,23144,7232,73,25000,-97.3307658,32.7554883
Saint Edward's University,Austin,TX,South,Graduate,Private,CoEd,0.7836,1116,3991,36550,8140,62,25000,-97.7430608,30.267153
Howard Payne University,Brownwood,TX,South,Graduate,Private,CoEd,0.8212,976,1037,24600,5718,76,25125,-98.9911611,31.709319700000002
Baylor University,Waco,TX,South,Graduate,Private,CoEd,0.5536,1227,13801,38120,8985,39,25131,-97.1466695,31.549333
Concordia University-Texas,Austin,TX,South,Graduate,Private,CoEd,0.8529,1021,1525,26960,6515,68,25680.5,-97.7430608,30.267153
University of Mary Hardin-Baylor,Belton,TX,South,Graduate,Private,CoEd,0.7991,1064,3039,25650,7308,80,25851.5,-97.464453,31.0560132
Hardin-Simmons University,Abilene,TX,South,Graduate,Private,CoEd,0.568,1037,1576,22350,6579,67,25864,-99.7331439,32.4487364
Abilene Christian University,Abilene,TX,South,Graduate,Private,CoEd,0.5047,1091,3572,29450,7535,53,25985,-99.7331439,32.4487364
East Texas Baptist University,Marshall,TX,South,Graduate,Private,CoEd,0.5599,952,1183,23280,6241,124,26000,-94.3674184,32.5448714
Austin College,Sherman,TX,South,Graduate,Private,CoEd,0.5438,1159,1272,33840,7600,29,26000,-96.6088805,33.6356618
Southwestern University,Georgetown,TX,South,Bachelor,Private,CoEd,0.4852,1159,1536,36120,8078,62,26278,-97.6779842,30.6332618
The King's University,Southlake,TX,South,Graduate,Private,CoEd,1,1016,473,12390,8277,77,26500,-97.1341783,32.9412363
Texas Lutheran University,Seguin,TX,South,Graduate,Private,CoEd,0.5587,1020,1270,26800,6727,90,27000,-97.9647269,29.5688411
University of the Incarnate Word,San Antonio,TX,South,Graduate,Private,CoEd,0.9321,963,6325,26490,7772,75,27000,-98.4936282,29.4241219
St Mary's University,San Antonio,TX,South,Graduate,Private,CoEd,0.5946,1033,2309,26186,9861,51,27000,-98.4936282,29.4241219
Dallas Christian College,Dallas,TX,South,Bachelor,Private,CoEd,0.3796,996,309,15492,4159,95,27121,-96.7969879,32.7766642
LeTourneau University,Longview,TX,South,Graduate,Private,CoEd,0.494,1177,2015,26910,7810,65,28000,-94.7404891,32.5007037
Prairie View A & M University,Prairie View,TX,South,Graduate,Public,CoEd,0.3913,850,6905,9461,7649,176,28554,-95.9877339,30.0932737
Texas Southern University,Houston,TX,South,Graduate,Public,CoEd,0.5192,812,6880,8126,7225,149,31000,-95.3698028,29.7604267
Paul Quinn College,Dallas,TX,South,Bachelor,Private,CoEd,0.8997,1070,272,13375,5094,192,38125,-96.7969879,32.7766642
Brigham Young University-Provo,Provo,UT,West,Graduate,Private,CoEd,0.47,1290,27163,5000,9911,12,11000,-111.6585337,40.2338438
Utah State University,Logan,UT,West,Graduate,Public,CoEd,0.9783,1067,21087,6250,8462,50,13000,-111.8338359,41.7369803
Southern Utah University,Cedar City,UT,West,Graduate,Public,CoEd,0.6103,1063,5514,6138,6339,64,13237,-113.0618931,37.6774769
University of Utah,Salt Lake City,UT,West,Graduate,Public,CoEd,0.8142,1131,22804,7835,8467,32,15000,-111.8910474,40.7607793
Westminster College,Salt Lake City,UT,West,Graduate,Private,CoEd,0.9576,1122,2188,30364,8317,19,25000,-111.8910474,40.7607793
Bluefield College,Bluefield,VA,South,Bachelor,Private,CoEd,0.9799,907,897,22840,4949,77,18873,-81.2712105,37.252617
College of William and Mary,Williamsburg,VA,South,Graduate,Public,CoEd,0.3302,1373,6256,17656,10749,6,19500,-76.7074571,37.2707022
University of Virginia-Main Campus,Charlottesville,VA,South,Graduate,Public,CoEd,0.29,1357,15515,13208,12867,17,19633,-78.4766781,38.0293059
University of Richmond,University of Richmond,VA,South,Graduate,Private,CoEd,0.318,1337,3223,46680,11413,15,19935,-77.5409744,37.5758681
George Mason University,Fairfax,VA,South,Graduate,Public,CoEd,0.6665,1152,21678,10382,10466,16,20000,-77.3063733,38.8462236
James Madison University,Harrisonburg,VA,South,Graduate,Public,CoEd,0.6573,1153,18697,9662,7993,23,20500,-78.8689155,38.4495688
The University of Virginia's College at Wise,Wise,VA,South,Bachelor,Public,CoEd,0.6882,946,1477,8868,6844,102,20844.5,-82.5757108,36.9759345
Radford University,Radford,VA,South,Graduate,Public,CoEd,0.7891,968,8843,9360,7820,42,21500,-80.5764477,37.1317924
Washington and Lee University,Lexington,VA,South,Graduate,Private,CoEd,0.1946,1395,1880,45617,12264,17,21500,-79.4428157,37.7840208
Eastern Mennonite University,Harrisonburg,VA,South,Graduate,Private,CoEd,0.6044,1003,1198,30800,5973,26,21700,-78.8689155,38.4495688
University of Mary Washington,Fredericksburg,VA,South,Graduate,Public,CoEd,0.7672,1114,4101,10312,7533,23,22247.5,-77.4605399,38.3031837
Old Dominion University,Norfolk,VA,South,Graduate,Public,CoEd,0.8189,1007,19842,8970,8556,51,23178.5,-76.2858726,36.8507689
Liberty University,Lynchburg,VA,South,Graduate,Private,CoEd,0.2232,1040,49340,21000,4051,85,23250,-79.1422464,37.4137536
Virginia Military Institute,Lexington,VA,South,Bachelor,Public,CoEd,0.444,1162,1700,15518,7655,24,24100,-79.4428157,37.7840208
Virginia Commonwealth University,Richmond,VA,South,Graduate,Public,CoEd,0.7535,1105,22280,12398,8288,45,24151,-77.4360481,37.5407246
Southern Virginia University,Buena Vista,VA,South,Bachelor,Private,CoEd,0.4707,1056,703,14600,5642,61,24185,-79.3539238,37.7343004
Virginia Polytechnic Institute and State University,Blacksburg,VA,South,Graduate,Public,CoEd,0.7263,1215,24191,12017,10189,21,24250,-80.4139393,37.2295733
Longwood University,Farmville,VA,South,Graduate,Public,CoEd,0.7292,1005,4400,11580,7032,39,24588.5,-78.3919401,37.3020965
Averett University,Danville,VA,South,Graduate,Private,CoEd,0.5964,923,836,29150,5641,88,25000,-79.3950228,36.5859718
Shenandoah University,Winchester,VA,South,Graduate,Private,CoEd,0.8259,994,1875,30188,7275,48,25000,-78.1633341,39.1856597
Regent University,Virginia Beach,VA,South,Graduate,Private,CoEd,0.7982,1066,2273,16478,7327,54,25000,-75.977985,36.8529263
Christopher Newport University,Newport News,VA,South,Graduate,Public,CoEd,0.5588,1152,5084,11646,7985,32,25000,-76.4730122,37.0870821
Marymount University,Arlington,VA,South,Graduate,Private,CoEd,0.8396,1001,2343,27470,8347,36,25000,-77.0909809,38.8816208
Sweet Briar College,Sweet Briar,VA,South,Graduate,Private,Women,0.9354,1056,561,34935,7157,47,25500,-79.0801084,37.5565736
Hampden-Sydney College,Hampden-Sydney,VA,South,Bachelor,Private,Men,0.4727,1098,1105,39204,8041,78,26848.5,-78.4610298,37.2403758
Ferrum College,Ferrum,VA,South,Bachelor,Private,CoEd,0.7331,852,1447,29795,5996,109,27000,-80.0133712,36.9229159
Bridgewater College,Bridgewater,VA,South,Bachelor,Private,CoEd,0.4782,1056,1768,30380,6299,44,27000,-78.976696,38.3820706
Emory & Henry College,Emory,VA,South,Graduate,Private,CoEd,0.7172,995,997,30326,6341,58,27000,-81.834939,36.773811
Hampton University,Hampton,VA,South,Graduate,Private,CoEd,0.2906,999,3456,21760,6383,86,27000,-76.3452218,37.0298687
Hollins University,Roanoke,VA,South,Graduate,Private,Women,0.5647,1082,588,34295,6733,25,27000,-79.9414266,37.2709704
Lynchburg College,Lynchburg,VA,South,Graduate,Private,CoEd,0.6675,998,2079,34545,7284,36,27000,-79.1422464,37.4137536
Roanoke College,Salem,VA,South,Bachelor,Private,CoEd,0.6932,1087,1986,38177,7355,46,27000,-80.0547626,37.2934681
Randolph College,Lynchburg,VA,South,Graduate,Private,CoEd,0.8101,1086,658,34110,7688,61,27000,-79.1422464,37.4137536
Virginia Wesleyan College,Norfolk,VA,South,Bachelor,Private,CoEd,0.8904,991,1492,33286,7759,95,27000,-76.2858726,36.8507689
Randolph-Macon College,Ashland,VA,South,Bachelor,Private,CoEd,0.6034,1086,1377,36340,7760,57,27000,-77.4799837,37.7590318
Mary Baldwin College,Staunton,VA,South,Graduate,Private,Women,0.9545,979,1296,29595,6562,45,27500,-79.0716958,38.149576
Virginia State University,Petersburg,VA,South,Graduate,Public,CoEd,0.8006,837,4481,8002,7362,146,28685.5,-77.4019267,37.2279279
Norfolk State University,Norfolk,VA,South,Graduate,Public,CoEd,0.6567,866,5284,7552,7599,141,31000,-76.2858726,36.8507689
Virginia Union University,Richmond,VA,South,Graduate,Private,CoEd,0.2389,776,1322,15130,5160,185,33450,-77.4360481,37.5407246
Middlebury College,Middlebury,VT,Northeast,Graduate,Private,CoEd,0.1717,1379,2498,46044,10753,11,17500,-73.16734,44.015337100000004
University of Vermont,Burlington,VT,Northeast,Graduate,Public,CoEd,0.7344,1191,9958,16226,9742,37,21614.5,-73.212072,44.4758825
Southern Vermont College,Bennington,VT,Northeast,Bachelor,Private,CoEd,0.9373,849,441,22645,5283,127,24750,-73.1967741,42.8781345
Castleton University,Castleton,VT,Northeast,Graduate,Public,CoEd,0.9164,967,1890,10772,6082,75,25000,-73.179832,43.6106223
Johnson State College,Johnson,VT,Northeast,Graduate,Public,CoEd,0.9546,941,1363,10604,6771,116,26000,-72.6615081,44.6400507
Lyndon State College,Lyndonville,VT,Northeast,Graduate,Public,CoEd,0.9914,937,1266,10700,6190,160,27000,-72.0031514,44.5336665
Norwich University,Northfield,VT,Northeast,Graduate,Private,CoEd,0.6574,1053,2584,34704,6990,44,27000,-72.6564986,44.1511723
Champlain College,Burlington,VT,Northeast,Graduate,Private,CoEd,0.6417,1150,2918,33000,7420,44,27000,-73.212072,44.4758825
University of Washington-Tacoma Campus,Tacoma,WA,West,Graduate,Public,CoEd,0.8452,979,3788,12262,9103,27,15797,-122.4442906,47.2528768
University of Washington-Bothell Campus,Bothell,WA,West,Graduate,Public,CoEd,0.7915,1009,4378,11911,9933,27,15797,-122.2055884,47.76095
University of Washington-Seattle Campus,Seattle,WA,West,Graduate,Public,CoEd,0.5521,1240,29468,12394,11224,27,15797,-122.3320708,47.6062095
The Evergreen State College,Olympia,WA,West,Graduate,Public,CoEd,0.989,1043,3802,8682,7706,80,17264,-122.9006951,47.0378741
Whitman College,Walla Walla,WA,West,Bachelor,Private,CoEd,0.4101,1323,1480,44800,8480,20,17500,-118.3430208,46.0645809
Western Washington University,Bellingham,WA,West,Graduate,Public,CoEd,0.8457,1110,14054,8965,8375,29,19500,-122.4786854,48.7519112
Washington State University,Pullman,WA,West,Graduate,Public,CoEd,0.8208,1030,23585,12428,9119,33,20500,-117.1817377,46.7297771
Eastern Washington University,Cheney,WA,West,Graduate,Public,CoEd,0.7439,958,12402,7972,7820,52,20800,-117.5757622,47.4873895
Central Washington University,Ellensburg,WA,West,Graduate,Public,CoEd,0.8646,978,9751,9017,7638,66,21500,-120.5478474,46.9965144
University of Puget Sound,Tacoma,WA,West,Graduate,Private,CoEd,0.7929,1230,2550,43428,9534,32,23500,-122.4442906,47.2528768
Northwest University,Kirkland,WA,West,Graduate,Private,CoEd,0.9612,1018,1453,26968,6352,33,23724.5,-122.2059833,47.6768927
Saint Martin's University,Lacey,WA,West,Graduate,Private,CoEd,0.8882,1057,1316,31688,6298,58,24887,-122.8231915,47.0342629
Seattle Pacific University,Seattle,WA,West,Graduate,Private,CoEd,0.834,1140,3253,35472,8426,23,25000,-122.3320708,47.6062095
Seattle University,Seattle,WA,West,Graduate,Private,CoEd,0.7335,1183,4415,38205,9148,22,25000,-122.3320708,47.6062095
Gonzaga University,Spokane,WA,West,Graduate,Private,CoEd,0.6751,1207,4754,36535,8780,15,25500,-117.4260465,47.6587802
Pacific Lutheran University,Tacoma,WA,West,Graduate,Private,CoEd,0.7501,1115,2874,36530,7518,29,26800,-122.4442906,47.2528768
Walla Walla University,College Place,WA,West,Graduate,Private,CoEd,0.5779,1075,1639,25866,4355,35,27000,-118.3883012,46.0493026
DigiPen Institute of Technology,Redmond,WA,West,Graduate,Private,CoEd,0.6488,1211,932,27360,7883,23,31000,-122.121512,47.6739881
University of Wisconsin Colleges,Madison,WI,Midwest,Associate,Public,CoEd,0.9976,970,11530,5144,5579,91,10184,-89.4012302,43.0730517
Bellin College,Green Bay,WI,Midwest,Graduate,Private,CoEd,0.4865,1050,305,20500,7059,10,15250,-88.019826,44.519159
University of Wisconsin-Green Bay,Green Bay,WI,Midwest,Graduate,Public,CoEd,0.8735,1050,5674,7758,6576,35,21065,-88.019826,44.519159
University of Wisconsin-Madison,Madison,WI,Midwest,Graduate,Public,CoEd,0.5694,1286,29302,10410,11143,15,22805,-89.4012302,43.0730517
University of Wisconsin-Parkside,Kenosha,WI,Midwest,Graduate,Public,CoEd,0.8602,990,4274,7326,6305,114,22899,-87.8211854,42.5847425
University of Wisconsin-La Crosse,La Crosse,WI,Midwest,Graduate,Public,CoEd,0.7629,1145,9492,8795,6783,18,23105,-91.2395807,43.8013556
University of Wisconsin-Eau Claire,Eau Claire,WI,Midwest,Graduate,Public,CoEd,0.8369,1110,9987,8743,7218,27,23304,-91.4984941,44.811349
University of Wisconsin-Superior,Superior,WI,Midwest,Graduate,Public,CoEd,0.8857,1010,2353,7994,6343,81,23375,-92.1040796,46.7207737
Concordia University-Wisconsin,Mequon,WI,Midwest,Graduate,Private,CoEd,0.7541,1089,4280,26160,7976,66,23476,-88.0314174,43.2159232
University of Wisconsin-Oshkosh,Oshkosh,WI,Midwest,Graduate,Public,CoEd,0.8034,1030,10337,7437,7000,40,23982,-88.5426136,44.0247062
University of Wisconsin-Platteville,Platteville,WI,Midwest,Graduate,Public,CoEd,0.944,1090,7888,7491,6402,40,24000,-90.4784621,42.73416
University of Wisconsin-River Falls,River Falls,WI,Midwest,Graduate,Public,CoEd,0.8954,1050,5381,7751,7196,43,24124,-92.6238082,44.8613563
University of Wisconsin-Stevens Point,Stevens Point,WI,Midwest,Graduate,Public,CoEd,0.8941,1050,8880,7668,6497,32,24922,-89.574563,44.5235792
Wisconsin Lutheran College,Milwaukee,WI,Midwest,Graduate,Private,CoEd,0.6432,1079,1060,25960,5976,30,25000,-87.9064736,43.0389025
University of Wisconsin-Stout,Menomonie,WI,Midwest,Graduate,Public,CoEd,0.908,1050,8094,9025,6723,38,25000,-91.9193422,44.8755183
University of Wisconsin-Whitewater,Whitewater,WI,Midwest,Graduate,Public,CoEd,0.8179,1050,10533,7600,7211,53,25000,-88.7323272,42.8336205
University of Wisconsin-Milwaukee,Milwaukee,WI,Midwest,Graduate,Public,CoEd,0.8955,1010,21577,9391,8138,56,25000,-87.9064736,43.0389025
Edgewood College,Madison,WI,Midwest,Graduate,Private,CoEd,0.7622,1048,1863,25590,5719,24,26000,-89.4012302,43.0730517
Silver Lake College of the Holy Family,Manitowoc,WI,Midwest,Graduate,Private,CoEd,0.474,820,296,24350,4374,65,26212,-87.657584,44.0886059
Marian University,Fond Du Lac,WI,Midwest,Graduate,Private,CoEd,0.7674,950,1588,25930,6505,49,26798,-88.4470508,43.7730448
Lakeland College,Plymouth,WI,Midwest,Graduate,Private,CoEd,0.547,949,2232,24090,6705,53,26915,-87.9770379,43.7486054
Cardinal Stritch University,Milwaukee,WI,Midwest,Graduate,Private,CoEd,0.8298,1003,2304,26570,5660,55,27000,-87.9064736,43.0389025
Northland College,Ashland,WI,Midwest,Bachelor,Private,CoEd,0.6343,1085,575,31480,6105,63,27000,-90.8837982,46.5924428
Viterbo University,La Crosse,WI,Midwest,Graduate,Private,CoEd,0.6914,1089,2019,23790,6224,28,27000,-91.2395807,43.8013556
Ripon College,Ripon,WI,Midwest,Bachelor,Private,CoEd,0.6745,1108,820,33482,6636,44,27000,-88.8359447,43.8422049
Carroll University,Waukesha,WI,Midwest,Graduate,Private,CoEd,0.8084,1090,2934,28550,6708,36,27000,-88.2314813,43.0116784
Saint Norbert College,De Pere,WI,Midwest,Graduate,Private,CoEd,0.8171,1125,2052,33023,6871,29,27000,-88.0603806,44.4488805
Carthage College,Kenosha,WI,Midwest,Graduate,Private,CoEd,0.7165,1104,2835,36570,7889,42,27000,-87.8211854,42.5847425
Milwaukee School of Engineering,Milwaukee,WI,Midwest,Graduate,Private,CoEd,0.6865,1243,2592,35520,8602,31,27000,-87.9064736,43.0389025
Marquette University,Milwaukee,WI,Midwest,Graduate,Private,CoEd,0.6671,1220,8212,35930,9932,13,27000,-87.9064736,43.0389025
Mount Mary University,Milwaukee,WI,Midwest,Graduate,Private,Women,0.3527,930,716,25852,5894,64,28134,-87.9064736,43.0389025
Alverno College,Milwaukee,WI,Midwest,Graduate,Private,Women,0.6519,930,1689,24434,5749,78,32606.5,-87.9064736,43.0389025
Appalachian Bible College,Mount Hope,WV,South,Graduate,Private,CoEd,0.6914,1007,196,13590,3068,57,9300,-81.1642682,37.8953906
Bluefield State College,Bluefield,WV,South,Bachelor,Public,CoEd,0.3834,927,1529,5832,6165,189,19500,-81.2223195,37.2698395
Concord University,Athens,WV,South,Graduate,Public,CoEd,0.3776,999,2234,6580,6084,164,21200,-81.0161994,37.4223414
University of Charleston,Charleston,WV,South,Graduate,Private,CoEd,0.6077,988,1513,23200,6237,66,21940,-81.6326234,38.3498195
Shepherd University,Shepherdstown,WV,South,Graduate,Public,CoEd,0.9829,999,3489,6570,6668,76,22478,-77.8041609,39.4300996
Fairmont State University,Fairmont,WV,South,Graduate,Public,CoEd,0.6651,965,3699,6306,6479,140,22529.5,-80.1425781,39.4850848
Marshall University,Huntington,WV,South,Graduate,Public,CoEd,0.7653,1021,8871,6526,7117,116,22705,-82.445154,38.4192496
Ohio Valley University,Vienna,WV,South,Graduate,Private,CoEd,0.3235,944,387,19260,5029,105,23250,-81.5484578,39.3270191
West Virginia State University,Institute,WV,South,Graduate,Public,CoEd,0.4144,942,2237,6228,6245,157,23250,-81.7657977,38.38377
Davis & Elkins College,Elkins,WV,South,Bachelor,Private,CoEd,0.5822,986,839,27492,5444,86,23840.5,-79.8467349,38.9259397
West Virginia University Institute of Technology,Montgomery,WV,South,Bachelor,Public,CoEd,0.6192,983,1115,6048,6634,85,23969,-81.3284452,38.1803833
West Virginia University,Morgantown,WV,South,Graduate,Public,CoEd,0.8579,1069,21945,6960,9459,85,23969,-79.9558968,39.629526
West Liberty University,West Liberty,WV,South,Graduate,Public,CoEd,0.7236,965,2264,6415,6527,104,24915,-80.5936851,40.169794
West Virginia Wesleyan College,Buckhannon,WV,South,Graduate,Private,CoEd,0.7759,1005,1375,27858,5593,71,26000,-80.2320276,38.9939872
Glenville State College,Glenville,WV,South,Bachelor,Public,CoEd,0.4656,900,1378,6696,6399,186,26000,-80.8376033,38.9342573
Alderson Broaddus University,Philippi,WV,South,Graduate,Private,CoEd,0.4258,990,1024,22740,4964,73,27000,-80.0403578,39.1523198
Wheeling Jesuit University,Wheeling,WV,South,Graduate,Private,CoEd,0.6263,1032,1131,28030,5917,31,27000,-80.7209149,40.0639616
Bethany College,Bethany,WV,South,Graduate,Private,CoEd,0.6205,906,716,25736,5758,160,28549.5,-80.5567384,40.205627
University of Wyoming,Laramie,WY,West,Graduate,Public,CoEd,0.9766,1118,9910,4646,9124,42,18750,-105.5911007,41.3113669
